id,default_code,active,product_tmpl_id/id,barcode,combination_indices,volume,weight,base_unit_count,x_studio_item_approved_temp,x_studio_item_approved,x_studio_item_approval_request_sent,x_studio_item_approval_request_sent_temp
product_product_id_137909,,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_epc_10cj_024s,,"980,981,982,983,984,985",0.0,0.0,0.0,,,,
product_product_id_137908,,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_epc_10cj_030s,,"974,975,976,977,978,979",0.0,0.0,0.0,,,,
product_product_id_130226,02BB 023,1,Jinasena_MasterData_Stock.product_template_ball_bearing_6202_2rs,02BB 023,,0.0,250.0,0.0,,,,
product_product_id_3715,10CJ 020S,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_10cj_020s,10CJ 020S,"341,342,594,843,844",0.0,0.0,0.0,1,1,1,1
product_product_id_3716,10CJ 024S,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_10cj_024s,10CJ 024S,"343,344,595,845,846",0.0,0.0,0.0,1,1,1,1
product_product_id_3717,10CJ 030S,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_10cj_030s,10CJ 030S,"345,346,599,929,930",0.0,0.0,0.0,1,1,1,1
product_product_id_3747,200/1-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_200_1_w,200/1-W,"431,432,433,434,871,872",0.0,0.0,0.0,,1,1,
product_product_id_137193,26EC N110T/1N-GP,1,Jinasena_MasterData_Stock.product_template_c_i_end_cover_n110t_1n_gold_painted,26EC N110T/1N-GP,,0.0,0.0,0.0,1,1,1,1
product_product_id_3779,DDH500/100,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddh500_100_dir,DDH500/100,"561,562,563,564,565,566,899,900",0.0,0.0,0.0,1,1,1,1
product_product_id_3775,DDH500/40,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddh500_40,DDH500/40,"537,538,539,540,541,542,891,892",0.0,0.0,0.0,1,1,1,1
product_product_id_3776,DDH500/50,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddh500_50,DDH500/50,"543,544,545,546,547,548,893,894",0.0,0.0,0.0,1,1,1,1
product_product_id_3777,DDH500/60,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddh500_60,DDH500/60,"549,550,551,552,553,554,895,896",0.0,0.0,0.0,1,1,1,1
product_product_id_3778,DDH500/75,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddh500_75,DDH500/75,"555,556,557,558,559,560,897,898",0.0,0.0,0.0,1,1,1,1
product_product_id_3795,DDH600/30,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddh600_30_dire,DDH600/30,"617,618,619,621,623,624,625,905,906",0.0,0.0,0.0,1,1,1,1
product_product_id_3796,DDH600/40,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddh600_40_dire,DDH600/40,"626,627,628,629,630,631,632,907,908",0.0,0.0,0.0,1,1,1,1
product_product_id_3798,DDH600/60,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddh600_60,DDH600/60,"640,641,642,643,644,645,646,911,912",0.0,0.0,0.0,1,1,1,1
product_product_id_3797,DDH600/75,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddh600_75_dire,DDH600/75,"633,634,635,636,637,638,639,909,910",0.0,0.0,0.0,1,1,1,1
product_product_id_3808,DDI600/100,1,Jinasena_MasterData_Stock.product_template_direct_drive_high_head_6_x_6_100_hp_thre,DDI600/100,"654,656,657,658,659,660",0.0,0.0,0.0,1,1,1,1
product_product_id_3809,DDI600/120,1,Jinasena_MasterData_Stock.product_template_direct_drive_high_head_6_x_6_120_hp_thre,DDI600/120,"661,662,663,664,665,666",0.0,0.0,0.0,1,1,1,1
product_product_id_3811,DDJ300/30,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddj300_30,DDJ300/30,"667,668,670,671,673,674,675,685,913,914",0.0,0.0,0.0,1,1,1,1
product_product_id_3813,DDJ300/40,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddj300_40,DDJ300/40,"686,687,688,689,690,691,692,693,915,916",0.0,0.0,0.0,1,1,1,1
product_product_id_3814,DDJ300/50,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_ddj300_50,DDJ300/50,"694,695,696,697,698,699,700,701",0.0,0.0,0.0,1,1,1,1
product_product_id_137385,DDM500/30,1,Jinasena_MasterData_Stock.product_template_centrifugal_water_pump_three_phase_30_hp,DDM500/30,,0.0,0.0,0.0,1,1,1,1
product_product_id_3780,DDM500/40,1,Jinasena_MasterData_Stock.product_template_centrifugal_water_pump_three_phase_40_hp,DDM500/40,"567,568,569,570,571,572,903,904",0.0,0.0,0.0,1,1,1,1
product_product_id_3758,DH200/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_dh200_3_w,DH200/3-W,"465,466,467,468,879,880",0.0,0.0,0.0,1,1,1,1
product_product_id_3734,DM140/1-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_dm140_1_w,DM140/1-W,"380,381,382,849,850",0.0,0.0,0.0,,1,1,
product_product_id_3737,DM140/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_dm140_3_w,DM140/3-W,"391,393,394,395,853,854",0.0,0.0,0.0,1,1,1,1
product_product_id_3753,DM200/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_dm200_3_w,DM200/3-W,"457,458,459,460,877,878",0.0,0.0,0.0,1,1,1,1
product_product_id_3721,EPC 10CJ 020S,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_epc_10cj_020s,EPC 10CJ 020S,"356,357,368,598,931,932",0.0,0.0,0.0,1,1,1,1
product_product_id_3707,EPC N110T/1N,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_epc_n110t_1n,EPC N110T/1N,"323,324,333,590,923,924",0.0,0.0,0.0,1,1,1,1
product_product_id_3709,EPC N115T/1N,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_epc_n115t_1n,EPC N115T/1N,"327,328,329,592,927,928",0.0,0.0,0.0,1,1,1,1
product_product_id_3706,EPC PPO110/1N,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_epc_ppo110_1n,EPC PPO110/1N,"321,322,332,589,921,922",0.0,0.0,0.0,1,1,1,1
product_product_id_3708,EPC PPO115/1N,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_epc_ppo115_1n,EPC PPO115/1N,"325,326,334,591,925,926",0.0,0.0,0.0,1,1,1,1
product_product_id_3724,H140/1-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_h140_1_w,H140/1-W,"363,364,365,375,847,848",0.0,0.0,0.0,,1,1,
product_product_id_3736,H140/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_h140_3_w,H140/3-W,"387,388,389,390,851,852",0.0,0.0,0.0,1,1,1,1
product_product_id_3748,H200/1-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_h200_1_w,H200/1-W,"436,437,438,439,865,866",0.0,0.0,0.0,1,1,1,1
product_product_id_3752,H200/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_h200_3_w,H200/3-W,"453,454,455,456,479,875,876",0.0,0.0,0.0,1,1,1,1
product_product_id_137352,H275/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_h275_3_w,H275/3-W,"769,770,771,772,773,774,775,819,820",0.0,0.0,0.0,1,1,1,1
product_product_id_3691,H300/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_h300_3_w,H300/3-W,"287,290,291,410,823,824",0.0,0.0,0.0,1,1,1,1
product_product_id_3692,H315/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_h315_3_w,H315/3-W,"292,294,295,411,825,826",0.0,0.0,0.0,1,1,1,1
product_product_id_3762,HM200/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_hm200_3_w,HM200/3-W,"484,485,486,487,579,887,888",0.0,0.0,0.0,1,1,1,1
product_product_id_137353,I275/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_i275_3_w,I275/3-W,"776,777,778,779,781,782,783,784,817,818",0.0,0.0,0.0,1,1,1,1
product_product_id_3694,I300/3-4X3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_i300_3_4x3_w,I300/3-4X3-W,"301,302,303,304,414,833,834",0.0,0.0,0.0,1,1,1,1
product_product_id_3773,I500/25-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_i500_25_w,I500/25-W,"531,532,533,534,535,536,901,902",0.0,0.0,0.0,1,1,1,1
product_product_id_137354,J275/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_j275_3_w,J275/3-W,"785,786,787,788,789,790,791,792,793,815,816",0.0,0.0,0.0,1,1,1,1
product_product_id_3695,J300/3-4X3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_j300_3_4x3_w,J300/3-4X3-W,"305,306,307,308,415,835,836",0.0,0.0,0.0,1,1,1,1
product_product_id_3693,J300/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_j300_3_w,J300/3-W,"296,297,298,299,300,413,827,828",0.0,0.0,0.0,1,1,1,1
product_product_id_136394,JMC6,1,Jinasena_MasterData_Stock.product_template_multi_chopper_6hp_tractor_type,JMC6,,0.0,0.0,0.0,,,1,1
product_product_id_3744,L200/1-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_l200_1_w,L200/1-W,"421,422,423,435,861,862",0.0,0.0,0.0,,1,1,
product_product_id_3749,L200/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_l200_3_w,L200/3-W,"440,442,443,444,873,874",0.0,0.0,0.0,1,1,1,1
product_product_id_137703,L400/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_l400_3_w,L400/3-W,"802,803,805,917,918",0.0,0.0,0.0,,,,
product_product_id_3733,M140/1-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_m140_1_w,M140/1-W,"376,378,379,406,837,838",0.0,0.0,0.0,,1,1,
product_product_id_137368,M140/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_m140_3_w,M140/3-W,"794,796,797,798,933,934",0.0,0.0,0.0,,,,
product_product_id_3739,M150/1,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_m150_1,M150/1,"402,403,404,405,857,858",0.0,0.0,0.0,1,1,1,1
product_product_id_3740,M150/1-2X2,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_m150_1_2x2,M150/1-2X2,"417,418,420,859,860",0.0,0.0,0.0,1,1,1,1
product_product_id_3745,M200/1-DV,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_m200_1_dv,M200/1-DV,"424,425,426,869,870",0.0,0.0,0.0,1,1,1,1
product_product_id_3746,M200/1-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_m200_1_w,M200/1-W,"427,428,429,430,863,864",0.0,0.0,0.0,1,1,1,1
product_product_id_3751,M200/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_m200_3_w,M200/3-W,"449,450,451,452,867,868",0.0,0.0,0.0,1,1,1,1
product_product_id_137351,M275/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_m275_3_w,M275/3-W,"758,759,764,765,766,767,768,821,822",0.0,0.0,0.0,1,1,1,1
product_product_id_3771,M400/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_m400_3_w,M400/3-W,"516,517,518,520,521,523,889,890",0.0,0.0,0.0,1,1,1,1
product_product_id_1487,N110T/1N,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_n110t_1n,N110T/1N,"811,812,829,830",0.0,0.0,1.0,,1,1,
product_product_id_3700,N115T/1N,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_n115t_1n,N115T/1N,"309,310,583,839,840",0.0,0.0,0.0,1,1,1,1
product_product_id_137910,PBS PPO110/1N,1,Jinasena_MasterData_Stock.product_template_centric_type_polymer_water_pump_pbs_ppo1,PBS PPO110/1N,"986,987,988,989,990",0.0,0.0,0.0,,,,
product_product_id_137911,PBS PPO115/1N,1,Jinasena_MasterData_Stock.product_template_centric_type_polymer_water_pump_pbs_ppo1_338246,PBS PPO115/1N,"991,992,993,994,995",0.0,0.0,0.0,,,,
product_product_id_3761,PM200/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_pm200_3_w,PM200/3-W,"480,481,482,483,885,886",0.0,0.0,0.0,1,1,1,1
product_product_id_3702,PPO110/1N,1,Jinasena_MasterData_Stock.product_template_centric_type_polymer_water_pump_ppo110_1,PPO110/1N,"313,314,585,831,832",0.0,0.0,0.0,1,1,1,1
product_product_id_3703,PPO115/1N,1,Jinasena_MasterData_Stock.product_template_centric_type_polymer_water_pump_ppo115_1,PPO115/1N,"315,316,586,841,842",0.0,0.0,0.0,1,1,1,1
product_product_id_3760,QH200/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_qh200_3_w,QH200/3-W,"473,474,475,476,883,884",0.0,0.0,0.0,1,1,1,1
product_product_id_3759,QM200/3-W,1,Jinasena_MasterData_Stock.product_template_centric_type_pumping_unit_qm200_3_w,QM200/3-W,"470,471,472,881,882",0.0,0.0,0.0,1,1,1,1
product_product_id_3868,VIMS10-5/3,1,Jinasena_MasterData_Stock.product_template_centric_type_vims_pumping_unit_vims10_5_,VIMS10-5/3,"722,725,726,728,729,730",0.0,0.0,0.0,1,1,1,1
product_product_id_3869,VIMS10-6/3,1,Jinasena_MasterData_Stock.product_template_centric_type_vims_pumping_unit_vims10_6_,VIMS10-6/3,"731,732,733,734,735,736",0.0,0.0,0.0,1,1,1,1
product_product_id_3870,VIMS10-7/3,1,Jinasena_MasterData_Stock.product_template_centric_type_vims_pumping_unit_vims10_7_,VIMS10-7/3,"737,738,739,740,741,742",0.0,0.0,0.0,1,1,1,1
product_product_id_3871,VIMS10-8/3,1,Jinasena_MasterData_Stock.product_template_centric_type_vims_pumping_unit_vims10_8_,VIMS10-8/3,"743,744,745,746,747,748",0.0,0.0,0.0,1,1,1,1
product_product_id_137894,0.3-2-1S,1,Jinasena_MasterData_Stock.product_template_0_3hp_1phase_face_mounted_sale_motor_wit,0.3-2-1S,,0.0,0.0,0.0,,,,
product_product_id_137892,001 10061 20,1,Jinasena_MasterData_Stock.product_template_bolt_washer_assembly,001 10061 20,,0.0,0.0,0.0,,,,
product_product_id_130001,017 90800 12,1,Jinasena_MasterData_Stock.product_template_wing_nut,017 90800 12,,0.0,0.0,0.0,,,,
product_product_id_130002,01BC 030,1,Jinasena_MasterData_Stock.product_template_wire_wheel_brush_150x30mm,01BC 030,,0.0,0.0,0.0,,,,
product_product_id_130003,01BC 060,1,Jinasena_MasterData_Stock.product_template_cup_wire_brush,01BC 060,,0.0,0.0,0.0,,,,
product_product_id_130004,01BP 002,1,Jinasena_MasterData_Stock.product_template_paint_brush_1_2,01BP 002,,0.0,0.0,0.0,,,,
product_product_id_130005,01BP 004,1,Jinasena_MasterData_Stock.product_template_paint_brush_1,01BP 004,,0.0,0.0,0.0,,,,
product_product_id_130006,01BP 008,1,Jinasena_MasterData_Stock.product_template_paint_brush_2,01BP 008,,0.0,0.0,0.0,,,,
product_product_id_130007,01BW 600,1,Jinasena_MasterData_Stock.product_template_hand_wire_brush_6,01BW 600,,0.0,0.0,0.0,,,,
product_product_id_130008,01CD 070,1,Jinasena_MasterData_Stock.product_template_concreat_drill_bit_7_0mm_ss_mg,01CD 070,,0.0,0.0,0.0,,,,
product_product_id_130009,01DC 003,1,Jinasena_MasterData_Stock.product_template_centre_drill_b_s_3,01DC 003,,0.0,0.0,0.0,,,,
product_product_id_130010,01DC 004,1,Jinasena_MasterData_Stock.product_template_centre_drill_b_s_4,01DC 004,,0.0,0.0,0.0,,,,
product_product_id_130011,01DC 005,1,Jinasena_MasterData_Stock.product_template_centre_drill_b_s_5,01DC 005,,0.0,0.0,0.0,,,,
product_product_id_130012,01DC 01-13,1,Jinasena_MasterData_Stock.product_template_drill_chuck_1_13mm_tapered_mount,01DC 01-13,,0.0,0.0,0.0,,,,
product_product_id_130013,01DC 01-3/8,1,Jinasena_MasterData_Stock.product_template_drill_chuck_1_3_8_lfa_france,01DC 01-3/8,,0.0,0.0,0.0,,,,
product_product_id_130014,01DC 03-16,1,Jinasena_MasterData_Stock.product_template_drill_chuck_3_16mm_tapered_mount,01DC 03-16,,0.0,0.0,0.0,,,,
product_product_id_130015,01DL 100,1,Jinasena_MasterData_Stock.product_template_extra_length_drill_10mm,01DL 100,,0.0,0.0,0.0,,,,
product_product_id_130016,01DL 130,1,Jinasena_MasterData_Stock.product_template_extra_lenght_drill_13mm,01DL 130,,0.0,0.0,0.0,,,,
product_product_id_130017,01DL 516,1,Jinasena_MasterData_Stock.product_template_taper_shank_ext_len_1_4_inch,01DL 516,,0.0,0.0,0.0,,,,
product_product_id_130018,01DS 010,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bits_1mm,01DS 010,,0.0,0.0,0.0,,,,
product_product_id_130019,01DS 020,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit2_0mm,01DS 020,,0.0,0.0,0.0,,,,
product_product_id_130020,01DS 023,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_2_3,01DS 023,,0.0,0.0,0.0,,,,
product_product_id_130021,01DS 025,1,Jinasena_MasterData_Stock.product_template_s_s_drill_2_5mm,01DS 025,,0.0,0.0,0.0,,,,
product_product_id_130022,01DS 029,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_2_9mm,01DS 029,,0.0,0.0,0.0,,,,
product_product_id_130023,01DS 030,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_3mm,01DS 030,,0.0,0.0,0.0,,,,
product_product_id_130024,01DS 034,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bits_3_4mm,01DS 034,,0.0,0.0,0.0,,,,
product_product_id_130025,01DS 035,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_3_5mm,01DS 035,,0.0,0.0,0.0,,,,
product_product_id_130026,01DS 040,1,Jinasena_MasterData_Stock.product_template_h_s_s_drill_bits_4mm,01DS 040,,0.0,0.0,0.0,,,,
product_product_id_130027,01DS 042,1,Jinasena_MasterData_Stock.product_template_s_s_drill_4_2mm,01DS 042,,0.0,0.0,0.0,,,,
product_product_id_130028,01DS 045,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_4_5mm,01DS 045,,0.0,0.0,0.0,,,,
product_product_id_130029,01DS 047,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_4_7mm,01DS 047,,0.0,0.0,0.0,,,,
product_product_id_130030,01DS 050,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_5_0mm,01DS 050,,0.0,0.0,0.0,,,,
product_product_id_130031,01DS 052,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_5_2mm,01DS 052,,0.0,0.0,0.0,,,,
product_product_id_130032,01DS 055,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_5_5mm,01DS 055,,0.0,0.0,0.0,,,,
product_product_id_130033,01DS 060,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_6mm,01DS 060,,0.0,0.0,0.0,,,,
product_product_id_130034,01DS 064,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_6_4mm,01DS 064,,0.0,0.0,0.0,,,,
product_product_id_130035,01DS 067,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_6_7mm,01DS 067,,0.0,0.0,0.0,,,,
product_product_id_130036,01DS 068,1,Jinasena_MasterData_Stock.product_template_s_s_drill_6_8mm,01DS 068,,0.0,0.0,0.0,,,,
product_product_id_130037,01DS 070,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bits_7mm,01DS 070,,0.0,0.0,0.0,,,,
product_product_id_130038,01DS 075,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_7_5mm,01DS 075,,0.0,0.0,0.0,,,,
product_product_id_130039,01DS 080,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bits_8_0mm,01DS 080,,0.0,0.0,0.0,,,,
product_product_id_130040,01DS 085,1,Jinasena_MasterData_Stock.product_template_s_s_drill_8_5mm,01DS 085,,0.0,0.0,0.0,,,,
product_product_id_130041,01DS 087,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bits_8_7mm,01DS 087,,0.0,0.0,0.0,,,,
product_product_id_130042,01DS 088,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bits_8_8mm,01DS 088,,0.0,0.0,0.0,,,,
product_product_id_130043,01DS 090,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_9mm,01DS 090,,0.0,0.0,0.0,,,,
product_product_id_130044,01DS 100,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_10_0mm,01DS 100,,0.0,0.0,0.0,,,,
product_product_id_130045,01DS 102,1,Jinasena_MasterData_Stock.product_template_s_s_drill_10_2mm,01DS 102,,0.0,0.0,0.0,,,,
product_product_id_130046,01DS 105,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_10_5mm,01DS 105,,0.0,0.0,0.0,,,,
product_product_id_130047,01DS 110,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_11_0mm,01DS 110,,0.0,0.0,0.0,,,,
product_product_id_130048,01DS 115,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_11_5mm,01DS 115,,0.0,0.0,0.0,,,,
product_product_id_130049,01DS 120,1,Jinasena_MasterData_Stock.product_template_s_s_drill_12_0mm,01DS 120,,0.0,0.0,0.0,,,,
product_product_id_130050,01DS 125,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_12_5mm,01DS 125,,0.0,0.0,0.0,,,,
product_product_id_130051,01DS 128,1,Jinasena_MasterData_Stock.product_template_s_s_drill_12_8mm,01DS 128,,0.0,0.0,0.0,,,,
product_product_id_130052,01DS 130,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bits_13_0mm,01DS 130,,0.0,0.0,0.0,,,,
product_product_id_130053,01DS 140,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_14mm,01DS 140,,0.0,0.0,0.0,,,,
product_product_id_130054,01DS 145,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_14_5mm,01DS 145,,0.0,0.0,0.0,,,,
product_product_id_130055,01DS 150,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_15_0mm,01DS 150,,0.0,0.0,0.0,,,,
product_product_id_130056,01DS 160,1,Jinasena_MasterData_Stock.product_template_s_s_drill_bit_16_0mm,01DS 160,,0.0,0.0,0.0,,,,
product_product_id_130057,01DS 508,1,Jinasena_MasterData_Stock.product_template_s_s_drill_1_8,01DS 508,,0.0,0.0,0.0,,,,
product_product_id_130058,01DS 509,1,Jinasena_MasterData_Stock.product_template_s_s_drill_9_64,01DS 509,,0.0,0.0,0.0,,,,
product_product_id_130059,01DS 512,1,Jinasena_MasterData_Stock.product_template_s_s_drill_3_16,01DS 512,,0.0,0.0,0.0,,,,
product_product_id_130060,01DS 516,1,Jinasena_MasterData_Stock.product_template_s_s_drill_1_4,01DS 516,,0.0,0.0,0.0,,,,
product_product_id_130061,01DS 521,1,Jinasena_MasterData_Stock.product_template_s_s_drill_21_64,01DS 521,,0.0,0.0,0.0,,,,
product_product_id_130062,01DS 524,1,Jinasena_MasterData_Stock.product_template_s_s_drill_3_8,01DS 524,,0.0,0.0,0.0,,,,
product_product_id_130063,01DS 532,1,Jinasena_MasterData_Stock.product_template_s_s_drill_1_2,01DS 532,,0.0,0.0,0.0,,,,
product_product_id_130064,01DS 536,1,Jinasena_MasterData_Stock.product_template_s_s_drill_9_16,01DS 536,,0.0,0.0,0.0,,,,
product_product_id_130065,01DT 060,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bit_6mm,01DT 060,,0.0,0.0,0.0,,,,
product_product_id_130066,01DT 090,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bits_9_0mm,01DT 090,,0.0,0.0,0.0,,,,
product_product_id_130067,01DT 105,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bit_10_5mm,01DT 105,,0.0,0.0,0.0,,,,
product_product_id_130068,01DT 120,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bit_12mm,01DT 120,,0.0,0.0,0.0,,,,
product_product_id_130069,01DT 125,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bits_12_5mm,01DT 125,,0.0,0.0,0.0,,,,
product_product_id_130070,01DT 140,1,Jinasena_MasterData_Stock.product_template_t_s_drill_14_0mm,01DT 140,,0.0,0.0,0.0,,,,
product_product_id_130071,01DT 150,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bits_15_0mm,01DT 150,,0.0,0.0,0.0,,,,
product_product_id_130072,01DT 160,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bits_16_0mm,01DT 160,,0.0,0.0,0.0,,,,
product_product_id_130073,01DT 165,1,Jinasena_MasterData_Stock.product_template_t_shank_drill_bit_16_5mm,01DT 165,,0.0,0.0,0.0,,,,
product_product_id_130074,01DT 170,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bits_17_0mm,01DT 170,,0.0,0.0,0.0,,,,
product_product_id_130075,01DT 180,1,Jinasena_MasterData_Stock.product_template_drill_bits_18_mm,01DT 180,,0.0,0.0,0.0,,,,
product_product_id_130076,01DT 190,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bits_19_0mm,01DT 190,,0.0,0.0,0.0,,,,
product_product_id_130077,01DT 200,1,Jinasena_MasterData_Stock.product_template_t_s_drillbit_20mm,01DT 200,,0.0,0.0,0.0,,,,
product_product_id_130078,01DT 205,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bits_20_5mm,01DT 205,,0.0,0.0,0.0,,,,
product_product_id_130079,01DT 210,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bit_21_0mm,01DT 210,,0.0,0.0,0.0,,,,
product_product_id_130080,01DT 220,1,Jinasena_MasterData_Stock.product_template_t_s_drillbit_22mm,01DT 220,,0.0,0.0,0.0,,,,
product_product_id_130081,01DT 230,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bit_23_0mm,01DT 230,,0.0,0.0,0.0,,,,
product_product_id_130082,01DT 240,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bit_24_0mm,01DT 240,,0.0,0.0,0.0,,,,
product_product_id_130083,01DT 250,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bit_25_0mm,01DT 250,,0.0,0.0,0.0,,,,
product_product_id_130084,01DT 255,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bits_25_5mm,01DT 255,,0.0,0.0,0.0,,,,
product_product_id_130085,01DT 260,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bit_26_0mm,01DT 260,,0.0,0.0,0.0,,,,
product_product_id_130086,01DT 265,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bits_26_5mm,01DT 265,,0.0,0.0,0.0,,,,
product_product_id_130087,01DT 280,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bit_28_0mm,01DT 280,,0.0,0.0,0.0,,,,
product_product_id_130088,01DT 290,1,Jinasena_MasterData_Stock.product_template_t_s_drill_bit_29_0mm,01DT 290,,0.0,0.0,0.0,,,,
